Vegetable,Season,Month,Temperature,Disaster Events,Vegetable Condition,Price per kg
Radish,Winter,4,32.95508829,No,fresh,35
Onion,Summer,6,21.09108166,No,wilted,25
Garlic,Winter,3,15.01309492,No,average,80
Brinjal,Spring,12,10.34493917,Yes,fresh,52
Onion,Summer,10,28.63403352,Yes,average,32.5
Cauliflower,Winter,10,22.18371423,No,average,20
Pointed grourd,Autumn,7,19.44269479,No,scrap,35
Peas,Winter,7,39.56506875,Yes,fresh,110.5
Ginger,Spring,5,23.98426407,Yes,average,78
Peas,Monsoon,3,32.49517851,No,wilted,85
Peas,Monsoon,2,15.32237252,Yes,scrap,110.5
Potato,Winter,4,10.40365773,Yes,wilted,36.4
Cabbage,Monsoon,4,22.52687858,No,wilted,30
Pointed grourd,Winter,11,29.96994505,No,scrap,35
Cabbage,Spring,8,25.19796089,No,average,30
Onion,Monsoon,8,36.71398773,No,wilted,25
Tomato,Autumn,5,23.01938054,Yes,average,39
Brinjal,Winter,6,19.33008439,No,average,40
Tomato,Monsoon,8,37.48146029,Yes,scrap,39
Radish,Spring,1,22.20406836,Yes,wilted,49.4
Brinjal,Spring,5,18.08943585,Yes,wilted,52
Cucumber,Autumn,4,12.9298323,No,scrap,30
Onion,Spring,4,33.7992932,Yes,average,32.5
Onion,Spring,11,34.75274382,No,average,25
Ginger,Monsoon,2,10.99893351,No,scrap,60
Bitter gourd,Winter,10,20.75936795,No,average,25
Potato,Summer,1,32.49629364,Yes,average,36.4
Okra,Spring,6,38.39145542,No,wilted,20
Onion,Spring,7,21.33454852,No,average,25
Radish,Summer,5,36.16160294,Yes,average,45.5
Chilly,Spring,8,21.8116122,No,average,35
Radish,Monsoon,9,15.38483882,Yes,average,49.4
Potato,Monsoon,11,10.10338431,Yes,scrap,36.4
Peas,Summer,11,19.90543069,No,scrap,85
Okra,Spring,2,21.35425152,No,scrap,20
Radish,Spring,11,38.35352587,No,average,38
Brinjal,Winter,4,16.18210757,No,scrap,40
Brinjal,Spring,11,21.46692124,Yes,fresh,52
Pointed grourd,Monsoon,9,10.75462389,No,fresh,35
Ginger,Autumn,5,32.90619205,No,fresh,60
Okra,Autumn,3,37.45423709,Yes,wilted,26
Pointed grourd,Autumn,6,17.13461942,No,average,35
Okra,Autumn,3,22.86985332,No,wilted,20
Onion,Spring,5,13.66337864,No,scrap,25
Brinjal,Spring,3,23.70506291,No,average,40
Radish,Winter,6,14.00027391,No,fresh,38
Garlic,Spring,12,25.70045483,Yes,average,104
Brinjal,Autumn,10,32.03866121,No,wilted,40
Bitter gourd,Summer,5,26.60028324,Yes,scrap,32.5
Cauliflower,Summer,9,17.35658735,Yes,scrap,26
Brinjal,Monsoon,3,20.61387956,Yes,wilted,52
Pumpkin,Monsoon,6,29.15718213,Yes,average,52
Brinjal,Spring,8,27.69266253,No,wilted,40
Radish,Summer,7,14.10324364,No,scrap,35
Pointed grourd,Autumn,6,35.34848421,Yes,fresh,45.5
Chilly,Autumn,2,24.25566737,No,scrap,35
Garlic,Autumn,7,14.87107674,No,scrap,80
Onion,Spring,8,13.68479628,Yes,average,32.5
Pumpkin,Spring,1,38.96655324,No,fresh,40
Pumpkin,Winter,9,18.44605334,Yes,scrap,52
Chilly,Autumn,4,37.25780764,Yes,fresh,45.5
Pumpkin,Autumn,8,22.31755896,No,wilted,40
Brinjal,Spring,10,21.57764291,No,average,40
Pointed grourd,Spring,7,31.02786909,No,fresh,35
Cucumber,Winter,10,10.29649863,Yes,fresh,39
Cauliflower,Winter,7,20.14268565,Yes,average,26
Potato,Monsoon,2,19.07937137,No,wilted,28
Cauliflower,Summer,1,36.04294283,Yes,fresh,26
Pumpkin,Autumn,4,25.87370617,No,average,40
Radish,Autumn,12,20.93710472,No,scrap,38
Cauliflower,Winter,2,17.98237931,No,average,20
Bitter gourd,Winter,8,27.71529426,No,scrap,25
Potato,Monsoon,10,14.55019422,Yes,fresh,36.4
Cauliflower,Summer,7,17.38614306,No,fresh,20
Cucumber,Monsoon,8,18.80836495,Yes,fresh,39
Cabbage,Summer,11,28.23726843,Yes,wilted,39
Potato,Autumn,6,21.19764877,Yes,wilted,36.4
Radish,Monsoon,1,25.173499,Yes,scrap,49.4
Chilly,Winter,12,29.51314791,Yes,average,45.5
Cauliflower,Monsoon,9,38.68814802,Yes,scrap,26
Ginger,Monsoon,6,32.94512191,No,average,60
Pumpkin,Autumn,12,22.15770342,Yes,fresh,52
Garlic,Winter,10,32.44826123,No,average,80
Pumpkin,Winter,1,38.49082543,Yes,wilted,52
Cucumber,Spring,1,24.98141637,No,average,30
Pointed grourd,Spring,8,22.31490799,No,average,35
Radish,Spring,6,12.34056097,Yes,fresh,49.4
Tomato,Autumn,8,36.77111112,No,fresh,30
Potato,Monsoon,8,17.39302842,No,wilted,28
Pumpkin,Winter,11,11.9187369,Yes,average,52
Garlic,Winter,8,26.1161046,Yes,average,104
Pumpkin,Monsoon,10,35.37698938,Yes,average,52
Radish,Winter,7,22.19905167,Yes,fresh,45.5
Pointed grourd,Monsoon,7,33.4920241,Yes,wilted,45.5
Tomato,Autumn,10,35.09188022,Yes,average,39
Okra,Autumn,4,23.63210676,Yes,average,26
Radish,Autumn,9,27.72865198,Yes,average,45.5
Pointed grourd,Monsoon,12,26.01736896,No,average,35
Brinjal,Monsoon,2,38.17587585,Yes,wilted,52
Chilly,Summer,11,31.76517055,No,wilted,35
Potato,Winter,9,37.76028432,Yes,wilted,36.4
Ginger,Winter,10,16.60029934,Yes,fresh,78
Pumpkin,Summer,3,19.30710555,Yes,average,52
Radish,Summer,2,12.1274042,Yes,average,45.5
Peas,Autumn,4,24.9972387,No,average,85
Bitter gourd,Summer,5,36.21771038,No,average,25
Cabbage,Monsoon,2,19.80540091,Yes,scrap,39
Tomato,Spring,1,13.84846321,No,wilted,30
Pumpkin,Monsoon,10,12.05338765,Yes,scrap,52
Ginger,Summer,11,23.42500818,No,scrap,60
Potato,Winter,5,14.92065234,Yes,fresh,36.4
Cabbage,Monsoon,9,20.38312087,No,fresh,30
Chilly,Winter,12,34.59939424,No,average,35
Okra,Monsoon,12,21.52142148,No,scrap,20
Cucumber,Winter,5,28.29612755,Yes,scrap,39
Brinjal,Monsoon,12,25.06480167,No,wilted,40
Potato,Winter,11,31.55599879,Yes,scrap,36.4
Chilly,Spring,10,14.68494877,No,fresh,35
Ginger,Autumn,9,37.61323109,Yes,scrap,78
Bitter gourd,Monsoon,12,29.30898393,Yes,fresh,32.5
Pointed grourd,Spring,10,18.12861195,Yes,average,45.5
Peas,Autumn,6,13.69761124,No,fresh,85
Garlic,Monsoon,3,14.49176692,No,average,80
Radish,Spring,4,33.47988781,Yes,wilted,45.5
Peas,Spring,4,27.6433016,Yes,average,110.5
Radish,Spring,1,21.42274872,Yes,scrap,49.4
Cabbage,Summer,3,19.98702539,No,fresh,30
Pumpkin,Winter,3,35.67274013,No,average,40
Cabbage,Autumn,1,36.24287571,No,average,30
Bitter gourd,Winter,9,27.43786115,No,average,25
Radish,Winter,11,25.73632197,No,average,35
Bitter gourd,Winter,1,34.49344126,Yes,average,32.5
Tomato,Spring,9,32.48005539,Yes,average,39
Brinjal,Winter,1,22.0097555,Yes,fresh,52
Cucumber,Summer,2,12.48216054,Yes,scrap,39
Ginger,Monsoon,2,33.05500322,No,scrap,60
Radish,Spring,6,15.06103087,No,average,38
Bitter gourd,Autumn,7,10.49130719,Yes,fresh,32.5
Cabbage,Monsoon,11,35.29908026,No,average,30
Cabbage,Monsoon,1,27.34761536,Yes,wilted,39
Chilly,Monsoon,3,36.74998107,No,scrap,35
Pointed grourd,Winter,2,24.5376425,No,average,35
Pointed grourd,Winter,8,37.79443302,Yes,fresh,45.5
Potato,Spring,9,20.61915244,Yes,scrap,36.4
Okra,Winter,2,31.73566007,Yes,fresh,26
Garlic,Winter,2,19.02959528,No,wilted,80
Cauliflower,Winter,10,10.03490993,No,average,20
Cucumber,Spring,9,21.39233604,No,wilted,30
Potato,Spring,4,32.13296539,Yes,scrap,36.4
Peas,Summer,5,14.50072538,Yes,average,110.5
Potato,Summer,11,25.144061,Yes,scrap,36.4
Potato,Summer,9,16.36964455,No,average,28
Radish,Summer,6,12.23872364,No,fresh,35
Potato,Monsoon,10,28.52355946,Yes,scrap,36.4
Peas,Monsoon,12,38.55902867,Yes,wilted,110.5
Ginger,Summer,9,19.32112656,Yes,wilted,78
Ginger,Summer,9,27.41937401,No,fresh,60
Onion,Autumn,7,38.60810103,No,fresh,25
Radish,Monsoon,12,29.5145005,Yes,wilted,49.4
Peas,Autumn,10,30.19339907,Yes,fresh,110.5
Potato,Autumn,9,15.36785535,Yes,average,36.4
Okra,Winter,5,24.77829037,No,wilted,20
Radish,Spring,5,21.01248241,No,scrap,38
Garlic,Monsoon,12,24.12870557,No,wilted,80
Pointed grourd,Summer,8,34.02479729,Yes,fresh,45.5
Radish,Summer,10,23.82096963,Yes,average,45.5
Pumpkin,Spring,4,11.88552035,Yes,scrap,52
Peas,Monsoon,9,37.16624983,Yes,wilted,110.5
Onion,Summer,7,26.34447662,Yes,wilted,32.5
Peas,Summer,7,37.73483076,Yes,scrap,110.5
Cucumber,Winter,3,27.17063536,Yes,average,39
Brinjal,Autumn,4,12.08908948,Yes,fresh,52
Peas,Summer,7,26.58608181,Yes,fresh,110.5
Cucumber,Monsoon,11,27.27216797,Yes,fresh,39
Pumpkin,Spring,11,16.43019638,Yes,fresh,52
Cucumber,Winter,5,24.13087252,No,scrap,30
Tomato,Monsoon,12,23.78324536,Yes,average,39
Onion,Winter,3,28.68628447,Yes,average,32.5
Bitter gourd,Autumn,1,17.78842296,No,wilted,25
Cabbage,Summer,7,27.45245254,Yes,wilted,39
Ginger,Monsoon,6,17.22856128,No,average,60
Ginger,Spring,10,23.39335817,No,wilted,60
Radish,Autumn,7,13.68117098,Yes,average,45.5
Garlic,Autumn,2,11.11901644,Yes,scrap,104
Peas,Winter,12,19.61761918,No,scrap,85
Garlic,Autumn,4,18.23715252,Yes,fresh,104
Cauliflower,Monsoon,2,22.20807736,Yes,average,26
Pointed grourd,Winter,8,38.8594786,Yes,scrap,45.5
Cucumber,Autumn,7,25.66687884,No,average,30
Pumpkin,Spring,1,26.59530118,No,wilted,40
Pointed grourd,Monsoon,2,38.24803116,Yes,average,45.5
Peas,Spring,2,37.63441413,Yes,fresh,110.5
Chilly,Spring,4,36.52335862,No,fresh,35
Pumpkin,Winter,3,12.93984226,No,scrap,40
Radish,Summer,1,29.02892232,Yes,wilted,49.4
Potato,Winter,12,34.24296941,Yes,wilted,36.4
Cauliflower,Monsoon,2,35.06724069,Yes,average,26
Peas,Monsoon,11,27.33721428,No,wilted,85
Tomato,Winter,9,10.52486642,No,fresh,30
Garlic,Summer,1,39.21138705,Yes,scrap,104
Pumpkin,Winter,9,24.16590108,No,scrap,40
Peas,Monsoon,7,21.80787686,Yes,scrap,110.5
Okra,Summer,2,21.84846141,Yes,wilted,26
Potato,Monsoon,2,22.7245264,Yes,wilted,36.4
Peas,Summer,5,17.26542155,Yes,fresh,110.5
Radish,Summer,5,19.82000877,Yes,average,45.5
Bitter gourd,Winter,4,39.56072829,No,average,25
Cauliflower,Winter,12,21.04504001,No,scrap,20
Pumpkin,Winter,10,25.80175049,Yes,scrap,52
Pumpkin,Summer,10,35.44882798,No,wilted,40
Cabbage,Summer,12,25.82283433,Yes,scrap,39
Tomato,Monsoon,3,19.73360265,No,fresh,30
Cabbage,Spring,4,25.71252931,No,fresh,30
Radish,Winter,10,13.42258931,No,scrap,38
Pumpkin,Monsoon,4,13.90020866,No,scrap,40
Potato,Monsoon,2,30.82322597,Yes,scrap,36.4
Radish,Autumn,5,37.52381972,No,scrap,35
Pumpkin,Winter,5,31.770344,No,scrap,40
Cucumber,Monsoon,5,12.23839722,No,fresh,30
Onion,Autumn,11,22.08686833,No,average,25
Radish,Winter,11,10.07660765,No,fresh,35
Cucumber,Summer,10,25.3362023,No,fresh,30
Onion,Autumn,1,15.79613455,No,scrap,25
Garlic,Summer,6,36.04439946,No,average,80
Tomato,Spring,11,13.13005159,Yes,scrap,39
Tomato,Spring,2,10.04300196,Yes,fresh,39
Okra,Spring,7,23.53438129,Yes,average,26
Onion,Spring,4,14.66299912,No,wilted,25
Onion,Monsoon,5,32.13959147,Yes,scrap,32.5
Garlic,Spring,5,37.59804195,Yes,wilted,104
Radish,Monsoon,5,11.25814043,Yes,wilted,49.4
Cucumber,Monsoon,2,21.86746336,No,wilted,30
Bitter gourd,Winter,5,39.90444928,Yes,wilted,32.5
Bitter gourd,Monsoon,3,31.9801591,Yes,average,32.5
Pointed grourd,Monsoon,4,38.59562931,Yes,scrap,45.5
Brinjal,Spring,2,14.92249856,Yes,average,52
Cauliflower,Monsoon,4,16.64105678,Yes,scrap,26
Tomato,Summer,9,14.64433722,Yes,scrap,39
Cauliflower,Spring,8,19.07107101,Yes,scrap,26
Peas,Autumn,11,31.73152205,No,average,85
Cauliflower,Spring,12,14.94839982,Yes,fresh,26
Bitter gourd,Monsoon,3,25.72702114,Yes,wilted,32.5
Garlic,Summer,1,18.07629757,No,fresh,80
Okra,Spring,1,34.87587337,No,fresh,20
Cabbage,Summer,6,10.19777216,No,fresh,30
Ginger,Autumn,3,16.69344876,No,wilted,60
Cauliflower,Autumn,4,28.15722273,No,fresh,20
Peas,Winter,1,12.90131506,Yes,wilted,110.5
Pumpkin,Winter,8,23.98936648,Yes,wilted,52
Radish,Spring,1,23.08621889,Yes,wilted,49.4
Cabbage,Winter,5,35.5756902,No,scrap,30
Radish,Summer,6,28.7619158,Yes,scrap,45.5
Cauliflower,Winter,2,29.19106186,Yes,fresh,26
Chilly,Summer,7,38.55422805,No,scrap,35
Tomato,Winter,7,39.47081126,No,wilted,30
Garlic,Winter,1,29.60184196,Yes,scrap,104
Radish,Winter,4,25.6600435,No,wilted,38
Pumpkin,Monsoon,12,28.23760175,Yes,average,52
Radish,Monsoon,4,21.47331115,No,scrap,38
Garlic,Winter,5,39.62369851,Yes,fresh,104
Okra,Summer,1,31.15063778,Yes,average,26
Cauliflower,Spring,1,18.73020383,Yes,average,26
Peas,Autumn,7,11.73298897,No,scrap,85
Brinjal,Monsoon,9,11.34165787,No,scrap,40
Pointed grourd,Winter,1,16.14738942,No,fresh,35
Pointed grourd,Autumn,2,16.98739163,No,average,35
Cauliflower,Monsoon,6,22.45136482,Yes,wilted,26
Garlic,Spring,6,16.44538035,Yes,scrap,104
Bitter gourd,Summer,2,28.92731293,Yes,average,32.5
Potato,Winter,9,16.33764192,Yes,average,36.4
Cucumber,Spring,4,15.63629617,No,wilted,30
Cucumber,Monsoon,7,24.13710978,No,average,30
Pointed grourd,Winter,6,36.66005798,No,scrap,35
Ginger,Autumn,11,24.04916462,No,wilted,60
Chilly,Summer,11,22.41546234,Yes,scrap,45.5
Chilly,Monsoon,3,27.34284722,No,fresh,35
Onion,Summer,8,17.71641036,No,average,25
Bitter gourd,Winter,7,20.60309663,No,scrap,25
Onion,Spring,9,16.41505767,Yes,scrap,32.5
Chilly,Summer,3,27.15429984,Yes,fresh,45.5
Pointed grourd,Autumn,1,30.92162685,Yes,average,45.5
Garlic,Monsoon,2,30.21095923,No,scrap,80
Okra,Autumn,12,17.64453454,Yes,wilted,26
Pointed grourd,Summer,11,33.38944617,Yes,scrap,45.5
Bitter gourd,Spring,12,17.67860996,Yes,scrap,32.5
Peas,Spring,1,14.50934654,Yes,scrap,110.5
Radish,Autumn,11,20.49426246,Yes,scrap,45.5
Brinjal,Winter,5,27.93232268,Yes,average,52
Garlic,Winter,10,14.26005456,No,scrap,80
Pointed grourd,Spring,2,29.44261336,No,fresh,35
Cabbage,Autumn,3,35.89203989,Yes,scrap,39
Garlic,Autumn,8,18.79421531,No,wilted,80
Peas,Autumn,10,23.50619848,Yes,wilted,110.5
Pointed grourd,Summer,5,16.84931277,No,scrap,35
Cucumber,Winter,4,20.83785187,Yes,scrap,39
Chilly,Winter,5,10.65911712,No,fresh,35
Bitter gourd,Summer,10,38.61308189,Yes,fresh,32.5
Pointed grourd,Monsoon,6,22.4767064,Yes,average,45.5
Peas,Summer,12,33.66610329,No,average,85
Cauliflower,Autumn,7,14.27930312,Yes,wilted,26
Cauliflower,Summer,9,34.37065132,No,scrap,20
Tomato,Autumn,1,35.80441933,Yes,scrap,39
Brinjal,Spring,4,31.46431386,Yes,fresh,52
Brinjal,Autumn,12,37.09624975,Yes,fresh,52
Pointed grourd,Winter,12,15.01591388,Yes,average,45.5
Cucumber,Summer,9,24.29445486,No,average,30
Onion,Autumn,5,28.60328596,No,wilted,25
Radish,Monsoon,8,27.88578912,No,fresh,38
Pumpkin,Spring,12,35.83122804,No,scrap,40
Garlic,Monsoon,1,16.47074104,No,fresh,80
Tomato,Monsoon,4,15.26931498,Yes,fresh,39
Okra,Monsoon,12,17.60135785,Yes,fresh,26
Potato,Spring,12,36.74650148,No,average,28
Chilly,Spring,9,38.23081248,Yes,scrap,45.5
Chilly,Spring,1,27.08890313,No,scrap,35
Onion,Spring,1,25.04115804,Yes,average,32.5
Onion,Monsoon,4,28.16156824,No,average,25
Garlic,Winter,3,28.4892295,Yes,scrap,104
Radish,Winter,7,15.10914115,Yes,wilted,45.5
Garlic,Spring,11,30.59232645,No,fresh,80
Radish,Summer,3,23.57053307,Yes,scrap,45.5
Cabbage,Autumn,1,25.52145877,No,average,30
Onion,Summer,12,10.90949813,Yes,scrap,32.5
Radish,Summer,11,32.93669898,No,fresh,35
Cabbage,Summer,10,35.06283884,Yes,scrap,39
Cucumber,Winter,2,28.58264662,No,average,30
Pointed grourd,Autumn,10,32.46170906,Yes,wilted,45.5
Radish,Summer,4,25.6811801,Yes,average,45.5
Cucumber,Spring,1,28.55060137,No,wilted,30
Potato,Winter,1,21.83715095,No,fresh,28
Cabbage,Spring,12,33.75622795,No,average,30
Ginger,Spring,8,24.04812791,No,scrap,60
Ginger,Summer,7,30.40638713,Yes,average,78
Radish,Spring,8,28.64288136,Yes,average,45.5
Cauliflower,Autumn,4,31.06943555,Yes,fresh,26
Cabbage,Spring,6,33.55647625,Yes,wilted,39
Potato,Summer,3,25.38140445,Yes,wilted,36.4
Ginger,Spring,11,34.39197848,No,scrap,60
Radish,Winter,8,24.91771712,No,average,38
Potato,Winter,4,38.69902969,No,fresh,28
Cabbage,Winter,3,32.58015246,No,wilted,30
Radish,Monsoon,4,15.13424949,No,scrap,38
Okra,Winter,6,34.88753414,Yes,wilted,26
Pumpkin,Winter,11,26.54762982,Yes,scrap,52
Potato,Monsoon,7,39.53382874,No,wilted,28
Garlic,Winter,7,31.56457131,No,scrap,80
Radish,Summer,12,12.5317224,No,wilted,35
Garlic,Winter,4,21.84881283,Yes,wilted,104
Cucumber,Winter,8,25.51826208,No,average,30
Brinjal,Monsoon,7,35.17040809,No,scrap,40
Okra,Summer,2,31.88036603,No,scrap,20
Tomato,Spring,8,21.08080212,Yes,average,39
Chilly,Autumn,9,29.60298063,No,average,35
Pointed grourd,Summer,5,27.30732724,Yes,wilted,45.5
Bitter gourd,Spring,4,13.78157827,No,wilted,25
Onion,Summer,4,17.04576079,No,wilted,25
Peas,Spring,4,20.23366938,Yes,average,110.5
Radish,Spring,6,15.86450219,Yes,wilted,49.4
Pumpkin,Summer,11,14.50401537,No,average,40
Ginger,Monsoon,4,11.7459331,No,wilted,60
Tomato,Summer,7,36.19307697,Yes,average,39
Pointed grourd,Summer,7,18.66830254,Yes,scrap,45.5
Tomato,Spring,5,18.70961812,No,fresh,30
Pumpkin,Autumn,5,16.18684412,Yes,wilted,52
Radish,Spring,10,24.26192116,Yes,wilted,49.4
Pumpkin,Winter,8,25.42725904,No,average,40
Okra,Summer,7,16.24844076,No,scrap,20
Cauliflower,Summer,7,28.25711014,No,scrap,20
Peas,Monsoon,6,31.68999879,Yes,wilted,110.5
Cucumber,Spring,7,21.21520258,No,average,30
Radish,Monsoon,7,27.56355091,No,average,35
Chilly,Summer,10,25.06905715,Yes,fresh,45.5
Peas,Spring,2,15.86645195,No,scrap,85
Potato,Spring,10,31.90032966,Yes,fresh,36.4
Peas,Winter,2,34.04359083,Yes,scrap,110.5
Pumpkin,Winter,10,29.46379347,No,wilted,40
Radish,Autumn,7,19.71688083,No,wilted,35
Okra,Winter,10,37.80377483,Yes,average,26
Ginger,Spring,7,23.66075164,No,average,60
Bitter gourd,Winter,7,17.97635456,Yes,average,32.5
Cauliflower,Autumn,5,22.24703862,Yes,scrap,26
Pumpkin,Summer,1,30.76225276,No,average,40
Brinjal,Winter,2,35.37795357,No,wilted,40
Radish,Spring,9,20.69726498,Yes,fresh,49.4
Cabbage,Summer,8,16.97873338,Yes,wilted,39
Ginger,Spring,8,28.79479396,No,wilted,60
Cucumber,Summer,10,37.636453,Yes,wilted,39
Radish,Spring,1,15.49880091,Yes,fresh,49.4
Radish,Winter,6,34.09058147,Yes,wilted,49.4
Garlic,Winter,9,24.29821544,No,scrap,80
Potato,Autumn,8,33.98537512,Yes,scrap,36.4
Potato,Summer,3,25.16623449,Yes,fresh,36.4
Chilly,Autumn,4,21.31983323,No,scrap,35
Radish,Monsoon,3,30.90223001,Yes,average,45.5
Brinjal,Winter,6,37.01881884,Yes,scrap,52
Onion,Summer,9,19.60755191,No,wilted,25
Potato,Autumn,8,23.82244405,No,scrap,28
Radish,Autumn,10,16.8820188,No,average,35
Pointed grourd,Monsoon,4,15.50228391,No,average,35
Radish,Autumn,2,33.33670427,No,average,35
Potato,Spring,8,16.0199235,Yes,wilted,36.4
Radish,Winter,8,33.79954514,Yes,average,45.5
Peas,Autumn,12,22.87651156,No,wilted,85
Cabbage,Autumn,11,39.8514617,Yes,average,39
Garlic,Monsoon,6,15.92024255,No,wilted,80
Pumpkin,Spring,8,12.78933978,Yes,wilted,52
Pumpkin,Autumn,9,12.26299209,Yes,wilted,52
Potato,Winter,1,35.06254014,Yes,scrap,36.4
Pointed grourd,Winter,9,23.13328933,No,average,35
Okra,Autumn,2,10.09373049,No,wilted,20
Bitter gourd,Spring,1,36.24314088,No,average,25
Peas,Winter,8,36.30763021,Yes,scrap,110.5
Pointed grourd,Winter,8,34.19250022,No,fresh,35
Bitter gourd,Spring,11,17.44955449,Yes,average,32.5
Tomato,Spring,4,21.1825816,Yes,average,39
Chilly,Autumn,8,32.34778676,No,scrap,35
Cabbage,Summer,7,24.68059376,Yes,wilted,39
Brinjal,Monsoon,2,14.6147973,Yes,average,52
Cabbage,Summer,5,17.28394794,Yes,fresh,39
Ginger,Summer,10,39.1776861,No,scrap,60
Radish,Winter,4,14.53039352,No,wilted,38
Cucumber,Spring,3,31.7824227,No,average,30
Potato,Winter,1,24.3405492,Yes,average,36.4
Radish,Monsoon,5,32.45804979,Yes,scrap,49.4
Radish,Autumn,10,29.83339723,No,wilted,38
Cabbage,Monsoon,8,23.17501572,Yes,wilted,39
Potato,Winter,12,20.61732474,No,scrap,28
Pumpkin,Winter,9,32.63077763,No,average,40
Ginger,Winter,7,19.69423619,No,average,60
Pointed grourd,Winter,12,33.6331444,No,wilted,35
Ginger,Summer,11,30.39529199,Yes,wilted,78
Okra,Autumn,1,27.33007511,Yes,fresh,26
Bitter gourd,Summer,1,21.06402655,Yes,fresh,32.5
Cucumber,Winter,1,16.15244073,No,fresh,30
Peas,Spring,2,31.31259404,Yes,wilted,110.5
Peas,Summer,1,12.74047682,No,wilted,85
Potato,Winter,4,39.11626768,No,wilted,28
Peas,Winter,10,39.36243744,No,average,85
Radish,Autumn,9,13.90667848,Yes,scrap,45.5
Bitter gourd,Monsoon,12,13.11805969,No,wilted,25
Garlic,Summer,4,22.38150181,Yes,average,104
Potato,Summer,4,38.91049817,Yes,wilted,36.4
Pointed grourd,Summer,7,22.00932698,Yes,scrap,45.5
Radish,Winter,11,20.91406325,Yes,wilted,45.5
Ginger,Autumn,9,31.10755177,Yes,average,78
Onion,Winter,7,15.3619371,Yes,wilted,32.5
Garlic,Winter,1,20.89970451,Yes,wilted,104
Radish,Spring,1,18.73922339,Yes,wilted,49.4
Cucumber,Autumn,4,28.04603868,No,fresh,30
Okra,Summer,4,14.88258659,No,wilted,20
Potato,Monsoon,1,26.46103767,Yes,average,36.4
Ginger,Summer,6,35.7263977,Yes,average,78
Radish,Winter,10,25.4251164,Yes,average,49.4
Potato,Autumn,2,30.50489851,Yes,wilted,36.4
Potato,Autumn,11,12.25744053,Yes,scrap,36.4
Tomato,Autumn,5,23.47016738,No,average,30
Chilly,Spring,8,12.84679502,Yes,fresh,45.5
Tomato,Summer,3,27.98385027,Yes,scrap,39
Okra,Spring,9,18.43163114,Yes,average,26
Brinjal,Monsoon,7,18.61797493,No,wilted,40
Okra,Winter,9,12.30300211,No,fresh,20
Cucumber,Spring,1,19.30713584,Yes,average,39
Peas,Spring,5,25.20031531,No,fresh,85
Cucumber,Winter,12,27.5398031,No,scrap,30
Cucumber,Autumn,3,11.99996654,No,average,30
Potato,Winter,4,29.54377557,No,wilted,28
Peas,Summer,4,24.66627282,No,fresh,85
Pumpkin,Winter,11,26.10724024,No,average,40
Brinjal,Autumn,12,34.98390021,No,scrap,40
Ginger,Winter,7,20.26679336,No,scrap,60
Cabbage,Spring,10,15.22153334,Yes,average,39
Cabbage,Monsoon,11,26.55430527,Yes,scrap,39
Bitter gourd,Spring,8,38.35065753,No,fresh,25
Tomato,Monsoon,11,25.53608858,No,fresh,30
Potato,Winter,10,34.95736522,Yes,fresh,36.4
Cabbage,Summer,5,32.71096163,Yes,fresh,39
Bitter gourd,Winter,12,25.54992361,No,scrap,25
Cauliflower,Autumn,10,29.42664333,Yes,average,26
Potato,Winter,7,22.20040552,No,scrap,28
Tomato,Monsoon,3,25.91886067,Yes,scrap,39
Peas,Spring,3,25.21857266,No,average,85
Brinjal,Summer,3,31.27331089,Yes,average,52
Radish,Winter,12,22.29943958,No,wilted,38
Brinjal,Winter,4,12.99301368,Yes,fresh,52
Radish,Spring,6,33.66128568,Yes,average,49.4
Okra,Summer,5,30.5455901,No,scrap,20
Bitter gourd,Winter,8,38.50370366,No,fresh,25
Onion,Winter,12,22.86148528,Yes,fresh,32.5
Bitter gourd,Monsoon,5,12.34616971,Yes,scrap,32.5
Brinjal,Monsoon,11,13.64856959,No,average,40
Radish,Autumn,12,33.1995863,Yes,fresh,49.4
Pointed grourd,Spring,5,12.03271848,Yes,fresh,45.5
Ginger,Summer,10,37.23478435,Yes,fresh,78
Brinjal,Winter,2,18.44950334,Yes,fresh,52
Potato,Winter,12,36.96637122,Yes,fresh,36.4
Cucumber,Autumn,11,33.20520546,No,scrap,30
Cucumber,Winter,11,36.13603109,Yes,average,39
